marka,kategori,ebat,urun_kodu,desen,liste_fiyati,perakende_fiyati
BRIDGESTONE,KIS,215/40R18,518897,BLIZZAK 6,13981.0,13981.0
BRIDGESTONE,KIS,255/45R18,594139,BLIZZAK 6,17010.0,17010.0
BRIDGESTONE,KIS,245/45R18,610544,BLIZZAK 6,14523.0,14523.0
BRIDGESTONE,KIS,245/45R18,619359,LM005 DG,15978.0,15978.0
BRIDGESTONE,KIS,235/45R18,610563,BLIZZAK 6,14597.0,14597.0
BRIDGESTONE,KIS,225/45R18,610548,BLIZZAK 6,13755.0,13755.0
BRIDGESTONE,KIS,225/45R18,619368,LM005 DG,16005.0,16005.0
BRIDGESTONE,KIS,225/45R18,511704,LM001 RFT,16718.0,16718.0
BRIDGESTONE,KIS,225/45R18,511705,LM001 EXT,16718.0,16718.0
BRIDGESTONE,KIS,215/45R18,517213,BLIZZAK 6,14609.0,14609.0
BRIDGESTONE,KIS,245/50R18,517226,BLIZZAK 6,16454.0,16454.0
BRIDGESTONE,KIS,245/50R18,511118,LM001 RFT,20476.0,20476.0
BRIDGESTONE,KIS,225/50R18,511120,LM001 RFT,18732.0,18732.0
BRIDGESTONE,KIS,225/60R18,511807,LM001 RFT,15649.0,15649.0
BRIDGESTONE,KIS,205/60R18,519989,LM005,15685.0,15685.0
BRIDGESTONE,KIS,195/60R18,517901,BLIZZAK 6,11702.0,11702.0
BRIDGESTONE,KIS,245/40R17,517211,BLIZZAK 6,13953.0,13953.0
BRIDGESTONE,KIS,215/40R17,517195,BLIZZAK 6,11293.0,11293.0
BRIDGESTONE,KIS,245/45R17,610534,BLIZZAK 6,12945.0,12945.0
BRIDGESTONE,KIS,235/45R17,512071,BLIZZAK 6,11275.0,11275.0
BRIDGESTONE,KIS,225/45R17,610542,BLIZZAK 6,8306.0,8306.0
BRIDGESTONE,KIS,225/45R17,619360,LM005 DG,10272.0,10272.0
BRIDGESTONE,KIS,225/45R17,511726,LM001 RFT,10732.0,10732.0
BRIDGESTONE,KIS,215/45R17,517196,BLIZZAK 6,10477.0,10477.0
BRIDGESTONE,KIS,205/45R17,517191,BLIZZAK 6,10952.0,10952.0
BRIDGESTONE,KIS,205/45R17,511465,LM005 DG,12238.0,12238.0
BRIDGESTONE,KIS,235/50R17,517208,BLIZZAK 6,14665.0,14665.0
BRIDGESTONE,KIS,225/50R17,612728,BLIZZAK 6,11768.0,11768.0
BRIDGESTONE,KIS,225/50R17,619361,LM005 DG,13680.0,13680.0
BRIDGESTONE,KIS,225/50R17,511974,LM001 RFT,14295.0,14295.0
BRIDGESTONE,KIS,215/50R17,610540,BLIZZAK 6,11271.0,11271.0
BRIDGESTONE,KIS,205/50R17,593989,BLIZZAK 6,10883.0,10883.0
BRIDGESTONE,KIS,205/50R17,511466,LM005 DG,13141.0,13141.0
BRIDGESTONE,KIS,225/55R17,610528,BLIZZAK 6,12258.0,12258.0
BRIDGESTONE,KIS,225/55R17,619362,LM005 DG,13636.0,13636.0
BRIDGESTONE,KIS,225/55R17,511119,LM001 RFT,14142.0,14142.0
BRIDGESTONE,KIS,215/55R17,610547,BLIZZAK 6,11863.0,11863.0
BRIDGESTONE,KIS,205/55R17,593990,BLIZZAK 6,11290.0,11290.0
BRIDGESTONE,KIS,205/55R17,511435,LM005 DG,14233.0,14233.0
BRIDGESTONE,KIS,205/60R17,511394,LM001,13238.0,13238.0
BRIDGESTONE,KIS,205/45R16,517181,BLIZZAK 6,11206.0,11206.0
BRIDGESTONE,KIS,195/45R16,517174,BLIZZAK 6,8906.0,8906.0
BRIDGESTONE,KIS,195/50R16,517175,BLIZZAK 6,9785.0,9785.0
BRIDGESTONE,KIS,225/55R16,511470,LM005 DG,13356.0,13356.0
BRIDGESTONE,KIS,215/55R16,627572,BLIZZAK 6,9910.0,9910.0
BRIDGESTONE,KIS,215/55R16,511468,LM005 DG,11648.0,11648.0
BRIDGESTONE,KIS,205/55R16,610569,BLIZZAK 6,7069.0,7069.0
BRIDGESTONE,KIS,205/55R16,511806,LM001 RFT,8974.0,8974.0
BRIDGESTONE,KIS,205/55R16,619363,LM005 DG,8460.0,8460.0
BRIDGESTONE,KIS,195/55R16,610570,BLIZZAK 6,7983.0,7983.0
BRIDGESTONE,KIS,195/55R16,619365,LM005 DG,9811.0,9811.0
BRIDGESTONE,KIS,195/55R16,511801,LM001 RFT,10609.0,10609.0
BRIDGESTONE,KIS,185/55R16,517891,BLIZZAK 6,9625.0,9625.0
BRIDGESTONE,KIS,215/60R16,610554,BLIZZAK 6,10786.0,10786.0
BRIDGESTONE,KIS,205/60R16,610571,BLIZZAK 6,8336.0,8336.0
BRIDGESTONE,KIS,205/60R16,619364,LM005 DG,11001.0,11001.0
BRIDGESTONE,KIS,205/60R16,511117,LM001 RFT,11637.0,11637.0
BRIDGESTONE,KIS,195/60R16,517178,BLIZZAK 6,8888.0,8888.0
BRIDGESTONE,KIS,205/65R16,517840,BLIZZAK 6,12658.0,12658.0
BRIDGESTONE,KIS,195/55R15,511662,LM005,8708.0,8708.0
BRIDGESTONE,KIS,185/55R15,511463,LM005,7993.0,7993.0
BRIDGESTONE,KIS,185/60R15,612605,LM005,6179.0,6179.0
BRIDGESTONE,KIS,195/65R15,612505,LM005,5656.0,5656.0
BRIDGESTONE,KIS,195/65R15,612509,LM005,5926.0,5926.0
BRIDGESTONE,KIS,185/65R15,612601,LM005,5661.0,5661.0
BRIDGESTONE,KIS,185/65R15,511672,LM005,5926.0,5926.0
BRIDGESTONE,KIS,175/65R15,511462,LM005,6439.0,6439.0
BRIDGESTONE,KIS,285/30R22,517940,BLIZZAK 6,31742.0,31742.0
BRIDGESTONE,KIS,285/35R22,517935,BLIZZAK 6,32523.0,32523.0
BRIDGESTONE,KIS,285/40R22,517025,BLIZZAK 6,42678.0,42678.0
BRIDGESTONE,KIS,275/40R22,511488,LM005,30616.0,30616.0
BRIDGESTONE,KIS,285/45R22,517936,BLIZZAK 6,30979.0,30979.0
BRIDGESTONE,KIS,275/50R22,511370,DMV2,30995.0,30995.0
BRIDGESTONE,KIS,315/35R21,517849,BLIZZAK 6,31642.0,31642.0
BRIDGESTONE,KIS,295/35R21,612626,LM005,22138.0,22138.0
BRIDGESTONE,KIS,295/40R21,517499,BLIZZAK 6,30802.0,30802.0
BRIDGESTONE,KIS,285/40R21,511225,LM005,27958.0,27958.0
BRIDGESTONE,KIS,275/40R21,517496,BLIZZAK 6,27057.0,27057.0
BRIDGESTONE,KIS,265/40R21,517494,BLIZZAK 6,26353.0,26353.0
BRIDGESTONE,KIS,245/40R21,527029,BLIZZAK 6,28919.0,28919.0
BRIDGESTONE,KIS,285/45R21,512702,BLIZZAK 6,32045.0,32045.0
BRIDGESTONE,KIS,265/45R21,511518,LM005,27377.0,27377.0
BRIDGESTONE,KIS,315/35R20,517492,BLIZZAK 6,28438.0,28438.0
BRIDGESTONE,KIS,295/40R20,517491,BLIZZAK 6,27095.0,27095.0
BRIDGESTONE,KIS,285/40R20,517026,BLIZZAK 6,29976.0,29976.0
BRIDGESTONE,KIS,275/40R20,612627,LM005,20279.0,20279.0
BRIDGESTONE,KIS,285/45R20,510490,BLIZZAK 6,25333.0,25333.0
BRIDGESTONE,KIS,275/45R20,515128,BLIZZAK 6,22671.0,22671.0
BRIDGESTONE,KIS,265/45R20,548034,BLIZZAK 6,25874.0,25874.0
BRIDGESTONE,KIS,255/45R20,543969,BLIZZAK 6,22647.0,22647.0
BRIDGESTONE,KIS,245/45R20,543949,BLIZZAK 6,21490.0,21490.0
BRIDGESTONE,KIS,235/45R20,511249,LM001,23813.0,23813.0
BRIDGESTONE,KIS,275/50R20,517489,BLIZZAK 6,26757.0,26757.0
BRIDGESTONE,KIS,265/50R20,517486,BLIZZAK 6,25266.0,25266.0
BRIDGESTONE,KIS,255/50R20,510483,BLIZZAK 6,22410.0,22410.0
BRIDGESTONE,KIS,235/50R20,517912,BLIZZAK 6,20517.0,20517.0
BRIDGESTONE,KIS,255/55R20,542978,BLIZZAK 6,24058.0,24058.0
BRIDGESTONE,KIS,235/55R20,510480,BLIZZAK 6,22106.0,22106.0
BRIDGESTONE,KIS,285/45R19,517479,BLIZZAK 6,20864.0,20864.0
BRIDGESTONE,KIS,275/45R19,517478,BLIZZAK 6,22394.0,22394.0
BRIDGESTONE,KIS,255/45R19,543987,BLIZZAK 6,19793.0,19793.0
BRIDGESTONE,KIS,245/45R19,612729,BLIZZAK 6,19776.0,19776.0
BRIDGESTONE,KIS,235/45R19,543989,BLIZZAK 6,21996.0,21996.0
BRIDGESTONE,KIS,225/45R19,612731,BLIZZAK 6,18884.0,18884.0
BRIDGESTONE,KIS,265/50R19,517476,BLIZZAK 6,19587.0,19587.0
BRIDGESTONE,KIS,255/50R19,543979,BLIZZAK 6,16941.0,16941.0
BRIDGESTONE,KIS,255/50R19,545221,LM25 4X4 RFT,21134.0,21134.0
BRIDGESTONE,KIS,235/50R19,610568,BLIZZAK 6,17375.0,17375.0
BRIDGESTONE,KIS,255/55R19,517475,BLIZZAK 6,16285.0,16285.0
BRIDGESTONE,KIS,255/55R19,612514,LM005,16076.0,16076.0
BRIDGESTONE,KIS,235/55R19,543929,BLIZZAK 6,15817.0,15817.0
BRIDGESTONE,KIS,225/55R19,510471,BLIZZAK 6,14148.0,14148.0
BRIDGESTONE,KIS,225/55R19,612522,LM005,13870.0,13870.0
BRIDGESTONE,KIS,205/55R19,517904,BLIZZAK 6,13628.0,13628.0
BRIDGESTONE,KIS,235/50R18,543919,BLIZZAK 6,14985.0,14985.0
BRIDGESTONE,KIS,225/50R18,612733,BLIZZAK 6,16043.0,16043.0
BRIDGESTONE,KIS,215/50R18,594090,BLIZZAK 6,13820.0,13820.0
BRIDGESTONE,KIS,255/55R18,517468,BLIZZAK 6,12994.0,12994.0
BRIDGESTONE,KIS,255/55R18,545009,LM25 4X4 RFT,16587.0,16587.0
BRIDGESTONE,KIS,235/55R18,610545,BLIZZAK 6,14307.0,14307.0
BRIDGESTONE,KIS,225/55R18,610566,BLIZZAK 6,13905.0,13905.0
BRIDGESTONE,KIS,215/55R18,610565,BLIZZAK 6,14310.0,14310.0
BRIDGESTONE,KIS,265/60R18,610580,BLIZZAK 6,16563.0,16563.0
BRIDGESTONE,KIS,255/60R18,610577,BLIZZAK 6,14063.0,14063.0
BRIDGESTONE,KIS,235/60R18,544850,BLIZZAK 6,13361.0,13361.0
BRIDGESTONE,KIS,235/60R18,511682,LM005,13098.0,13098.0
BRIDGESTONE,KIS,225/60R18,610537,BLIZZAK 6,14482.0,14482.0
BRIDGESTONE,KIS,235/65R18,517467,BLIZZAK 6,14689.0,14689.0
BRIDGESTONE,KIS,205/40R17,593988,BLIZZAK 6,13048.0,13048.0
BRIDGESTONE,KIS,235/55R17,610562,BLIZZAK 6,12195.0,12195.0
BRIDGESTONE,KIS,255/60R17,518458,BLIZZAK 6,14406.0,14406.0
BRIDGESTONE,KIS,235/60R17,517454,BLIZZAK 6,13374.0,13374.0
BRIDGESTONE,KIS,225/60R17,610567,BLIZZAK 6,14120.0,14120.0
BRIDGESTONE,KIS,225/60R17,511471,LM005 DG,15588.0,15588.0
BRIDGESTONE,KIS,215/60R17,610546,BLIZZAK 6,10842.0,10842.0
BRIDGESTONE,KIS,245/65R17,543959,BLIZZAK 6,14558.0,14558.0
BRIDGESTONE,KIS,235/65R17,548031,BLIZZAK 6,11797.0,11797.0
BRIDGESTONE,KIS,225/65R17,543988,BLIZZAK 6,12846.0,12846.0
BRIDGESTONE,KIS,215/65R17,612737,BLIZZAK 6,11142.0,11142.0
BRIDGESTONE,KIS,235/60R16,517889,BLIZZAK 6,10092.0,10092.0
BRIDGESTONE,KIS,185/60R16,517360,LM005,8077.0,8077.0
BRIDGESTONE,KIS,215/65R16,610555,BLIZZAK 6,8460.0,8460.0
BRIDGESTONE,KIS,245/70R16,612736,BLIZZAK 6,10766.0,10766.0
BRIDGESTONE,KIS,215/70R16,517442,BLIZZAK 6,9814.0,9814.0
BRIDGESTONE,KIS,205/80R16,517892,BLIZZAK 6,9418.0,9418.0
BRIDGESTONE,KIS,205/70R15,511436,LM005,8106.0,8106.0
BRIDGESTONE,KIS,235/75R15,545820,LM80 EVO,9383.0,9383.0
BRIDGESTONE,KIS,225/55R17,643369,DURAVIS VAN WINTER,12742.0,12742.0
BRIDGESTONE,KIS,215/60R17,643347,DURAVIS VAN WINTER,12644.0,12644.0
BRIDGESTONE,KIS,195/60R16,643330,DURAVIS VAN WINTER,9782.0,9782.0
BRIDGESTONE,KIS,285/65R16,645840,W810,22241.0,22241.0
BRIDGESTONE,KIS,235/65R16,643342,DURAVIS VAN WINTER,12960.0,12960.0
BRIDGESTONE,KIS,235/65R16,643340,DURAVIS VAN WINTER,11855.0,11855.0
BRIDGESTONE,KIS,225/65R16,643338,DURAVIS VAN WINTER,12140.0,12140.0
BRIDGESTONE,KIS,215/65R16,643336,DURAVIS VAN WINTER,10837.0,10837.0
BRIDGESTONE,KIS,205/65R16,643335,DURAVIS VAN WINTER,10547.0,10547.0
BRIDGESTONE,KIS,195/65R16,643328,DURAVIS VAN WINTER,9540.0,9540.0
BRIDGESTONE,KIS,215/75R16,643337,DURAVIS VAN WINTER,10559.0,10559.0
BRIDGESTONE,KIS,205/75R16,643332,DURAVIS VAN WINTER,10179.0,10179.0
BRIDGESTONE,KIS,205/75R16,643331,DURAVIS VAN WINTER,10043.0,10043.0
BRIDGESTONE,KIS,195/75R16,643349,DURAVIS VAN WINTER,9184.0,9184.0
BRIDGESTONE,KIS,195/75R16,643329,DURAVIS VAN WINTER,9003.0,9003.0
BRIDGESTONE,KIS,215/65R15,642348,DURAVIS VAN WINTER,11867.0,11867.0
BRIDGESTONE,KIS,225/70R15,642327,DURAVIS VAN WINTER,9616.0,9616.0
BRIDGESTONE,KIS,215/70R15,642326,DURAVIS VAN WINTER,9321.0,9321.0
BRIDGESTONE,KIS,195/70R15,642325,DURAVIS VAN WINTER,8400.0,8400.0
BRIDGESTONE,YAZ,205/45R17,528957,POTENZA SPORT EVO,9443.0,9443.0
BRIDGESTONE,YAZ,215/45R17,528960,POTENZA SPORT EVO,9013.0,9013.0
BRIDGESTONE,YAZ,215/45R18,528971,POTENZA SPORT EVO,13146.0,13146.0
BRIDGESTONE,YAZ,225/35R18,528972,POTENZA SPORT EVO,15393.0,15393.0
BRIDGESTONE,YAZ,225/35R19,528994,POTENZA SPORT EVO,14683.0,14683.0
BRIDGESTONE,YAZ,225/35R19,528984,POTENZA SPORT EVO,14976.0,14976.0
BRIDGESTONE,YAZ,225/40R18,528973,POTENZA SPORT EVO,8255.0,8255.0
BRIDGESTONE,YAZ,225/45R17,528963,POTENZA SPORT EVO,7357.0,7357.0
BRIDGESTONE,YAZ,225/45R18,528974,POTENZA SPORT EVO,12759.0,12759.0
BRIDGESTONE,YAZ,225/45R19,528996,POTENZA SPORT EVO,16774.0,16774.0
BRIDGESTONE,YAZ,225/50R17,528964,POTENZA SPORT EVO,10813.0,10813.0
BRIDGESTONE,YAZ,225/55R17,528965,POTENZA SPORT EVO,11513.0,11513.0
BRIDGESTONE,YAZ,235/35R20,529099,POTENZA SPORT EVO,16664.0,16664.0
BRIDGESTONE,YAZ,235/40R18,528977,POTENZA SPORT EVO,11060.0,11060.0
BRIDGESTONE,YAZ,235/40R19,528998,POTENZA SPORT EVO,16366.0,16366.0
BRIDGESTONE,YAZ,235/45R18,528978,POTENZA SPORT EVO,13652.0,13652.0
BRIDGESTONE,YAZ,235/55R19,528999,POTENZA SPORT EVO,13158.0,13158.0
BRIDGESTONE,YAZ,245/35R18,528980,POTENZA SPORT EVO,13610.0,13610.0
BRIDGESTONE,YAZ,245/40R17,528967,POTENZA SPORT EVO,10718.0,10718.0
BRIDGESTONE,YAZ,245/40R19,529046,POTENZA SPORT EVO,15580.0,15580.0
BRIDGESTONE,YAZ,245/45R18,528982,POTENZA SPORT EVO,12345.0,12345.0
BRIDGESTONE,YAZ,245/45R19,529047,POTENZA SPORT EVO,16909.0,16909.0
BRIDGESTONE,YAZ,245/50R18,528983,POTENZA SPORT EVO,15723.0,15723.0
BRIDGESTONE,YAZ,255/35R19,529061,POTENZA SPORT EVO,15626.0,15626.0
BRIDGESTONE,YAZ,255/45R18,528986,POTENZA SPORT EVO,15234.0,15234.0
BRIDGESTONE,YAZ,255/45R20,529114,POTENZA SPORT EVO,22285.0,22285.0
BRIDGESTONE,YAZ,255/50R19,529056,POTENZA SPORT EVO,15415.0,15415.0
BRIDGESTONE,YAZ,265/35R18,528987,POTENZA SPORT EVO,15723.0,15723.0
BRIDGESTONE,YAZ,275/35R19,529070,POTENZA SPORT EVO,20745.0,20745.0
BRIDGESTONE,YAZ,275/45R20,529126,POTENZA SPORT EVO,20512.0,20512.0
DAYTON,KIS,225/45R17,D11108,DW510E,5085.0,5085.0
DAYTON,KIS,205/50R17,D11120,DW510E,6842.0,6842.0
DAYTON,KIS,215/55R16,D11130,DW510E,6023.0,6023.0
DAYTON,KIS,205/55R16,D11101,DW510E,4334.0,4334.0
DAYTON,KIS,195/55R16,D11100,DW510E,5043.0,5043.0
DAYTON,KIS,215/60R16,D11150,DW510E,7181.0,7181.0
DAYTON,KIS,205/60R16,D11140,DW510E,5412.0,5412.0
DAYTON,KIS,195/50R15,D11160,DW510E,4019.0,4019.0
DAYTON,KIS,195/60R15,D11107,DW510E,4164.0,4164.0
DAYTON,KIS,185/60R15,D11090,DW510E,4029.0,4029.0
DAYTON,KIS,195/65R15,D11102,DW510E,3693.0,3693.0
DAYTON,KIS,185/65R15,D11104,DW510E,3693.0,3693.0
DAYTON,KIS,185/65R14,D11106,DW510E,3627.0,3627.0
DAYTON,KIS,175/65R14,D11103,DW510E,3342.0,3342.0
DAYTON,KIS,175/70R14,D11180,DW510E,3923.0,3923.0
DAYTON,KIS,175/70R13,D11105,DW510E,3091.0,3091.0
DAYTON,KIS,195/60R16,D45192, VAN WINTER,6454.0,6454.0
DAYTON,KIS,235/65R16,D45114, VAN WINTER,7884.0,7884.0
DAYTON,KIS,235/65R16,D45193, VAN WINTER,8456.0,8456.0
DAYTON,KIS,225/65R16,D45112, VAN WINTER,8304.0,8304.0
DAYTON,KIS,215/65R16,D45517, VAN WINTER,7240.0,7240.0
DAYTON,KIS,205/65R16,D45107, VAN WINTER,7215.0,7215.0
DAYTON,KIS,195/65R16,D45518, VAN WINTER,6713.0,6713.0
DAYTON,KIS,215/75R16,D45111, VAN WINTER,7302.0,7302.0
DAYTON,KIS,205/75R16,D45108, VAN WINTER,6913.0,6913.0
DAYTON,KIS,195/75R16,D45105, VAN WINTER,6228.0,6228.0
DAYTON,KIS,185/75R16,D45521, VAN WINTER,5934.0,5934.0
DAYTON,KIS,225/70R15,D45113, VAN WINTER,6629.0,6629.0
DAYTON,KIS,215/70R15,D45510, VAN WINTER,6977.0,6977.0
DAYTON,KIS,195/70R15,D45519, VAN WINTER,6201.0,6201.0
DAYTON,KIS,195R14,D45106, VAN WINTER,5468.0,5468.0
DAYTON,KIS,185R14,D45102, VAN WINTER,4826.0,4826.0
DAYTON,YAZ,245/40R18,D11027,TOURING 2,7237.0,7237.0
DAYTON,YAZ,225/40R18,D11018,TOURING 2,5080.0,5080.0
DAYTON,YAZ,245/45R18,D11064,TOURING 2,7571.0,7571.0
DAYTON,YAZ,235/45R18,D11117,TOURING2,8116.0,8116.0
DAYTON,YAZ,225/45R18,D11111,TOURING 2,7727.0,7727.0
DAYTON,YAZ,225/45R17,D11019,TOURING 2,4744.0,4744.0
DAYTON,YAZ,225/50R17,D11074,TOURING 2,6471.0,6471.0
DAYTON,YAZ,215/50R17,D11073,TOURING 2,6790.0,6790.0
DAYTON,YAZ,225/55R17,D11020,TOURING 2,7190.0,7190.0
DAYTON,YAZ,215/55R17,D11070,TOURING 2,6735.0,6735.0
DAYTON,YAZ,195/50R16,D11065,TOURING 2,5431.0,5431.0
DAYTON,YAZ,215/55R16,D11021,TOURING 2,5644.0,5644.0
DAYTON,YAZ,205/55R16,D11010,TOURING 2,3957.0,3957.0
DAYTON,YAZ,195/55R16,D11072,TOURING 2,4662.0,4662.0
DAYTON,YAZ,205/60R16,D11069,TOURING 2,5140.0,5140.0
DAYTON,YAZ,195/50R15,D11016,TOURING 2,3605.0,3605.0
DAYTON,YAZ,195/60R15,D11017,TOURING 2,3863.0,3863.0
DAYTON,YAZ,185/60R15,D11068,TOURING 2,3823.0,3823.0
DAYTON,YAZ,195/65R15,D11011,TOURING 2,3430.0,3430.0
DAYTON,YAZ,185/65R15,D11015,TOURING 2,3430.0,3430.0
DAYTON,YAZ,185/65R14,D11014,TOURING 2,3262.0,3262.0
DAYTON,YAZ,175/65R14,D11012,TOURING 2,3007.0,3007.0
DAYTON,YAZ,175/70R14,D10260,TOURING 2,3345.0,3345.0
DAYTON,YAZ,175/70R13,D11013,TOURING 2,2775.0,2775.0
DAYTON,YAZ,165/80R13,D11071,TOURING 2,3027.0,3027.0
DAYTON,YAZ,235/55R18,D11128,TOURING 2,7101.0,7101.0
DAYTON,YAZ,215/55R18,D11125,TOURING 2,7701.0,7701.0
DAYTON,YAZ,235/55R17,D11129,TOURING 2,7182.0,7182.0
DAYTON,YAZ,215/60R17,D11067,TOURING 2,6329.0,6329.0
DAYTON,YAZ,225/65R17,D11124,TOURING 2,7103.0,7103.0
DAYTON,YAZ,215/65R16,D11066,TOURING 2,5051.0,5051.0
DAYTON,YAZ,195/60R16,D43076,DAYTON VAN,6372.0,6372.0
DAYTON,YAZ,235/65R16,D43017,DAYTON VAN,7259.0,7259.0
DAYTON,YAZ,235/65R16,D43077,DAYTON VAN,7929.0,7929.0
DAYTON,YAZ,225/65R16,D42214,DAYTON VAN,8295.0,8295.0
DAYTON,YAZ,215/65R16,D43507,DAYTON VAN,7088.0,7088.0
DAYTON,YAZ,205/65R16,D43504,DAYTON VAN,6808.0,6808.0
DAYTON,YAZ,195/65R16,D43505,DAYTON VAN,5842.0,5842.0
DAYTON,YAZ,225/75R16,D43016,DAYTON VAN,7669.0,7669.0
DAYTON,YAZ,215/75R16,D43012,DAYTON VAN,6820.0,6820.0
DAYTON,YAZ,215/75R16,D43013,DAYTON VAN,7003.0,7003.0
DAYTON,YAZ,205/75R16,D43009,DAYTON VAN,6484.0,6484.0
DAYTON,YAZ,195/75R16,D43005,DAYTON VAN,5714.0,5714.0
DAYTON,YAZ,185/75R16,D43506,DAYTON VAN,5258.0,5258.0
DAYTON,YAZ,225/70R15,D42215,DAYTON VAN,6437.0,6437.0
DAYTON,YAZ,215/70R15,D42509,DAYTON VAN,6374.0,6374.0
DAYTON,YAZ,205/70R15,D42008,DAYTON VAN,6025.0,6025.0
DAYTON,YAZ,195/70R15,D42204,DAYTON VAN,5577.0,5577.0
DAYTON,YAZ,195R14,D42006,DAYTON VAN,5080.0,5080.0
DAYTON,YAZ,185R14,D42002,DAYTON VAN,4541.0,4541.0
